game_id,play_id,player_to_predict,nfl_id,frame_id,play_direction,absolute_yardline_number,player_name,player_height,player_weight,player_birth_date,player_position,player_side,player_role,x,y,s,a,dir,o,num_frames_output,ball_land_x,ball_land_y,vx,vy,ax,ay,dir_rad,x_lag1,y_lag1,vx_lag1,vy_lag1,ax_lag1,ay_lag1,x_lag2,y_lag2,vx_lag2,vy_lag2,ax_lag2,ay_lag2,x_next,y_next,play_direction_num,player_position_WR,player_position_RB,player_position_QB,player_role_Targeted,player_role_Passer,player_role_Def
2023111906,143,True,41282,1,right,42,Davante Adams,6-1,215,1992-12-24,WR,Offense,Targeted Receiver,41.1,44.35,0.0,0.0,18.2,292.49,6,44.3499984741211,32.0699996948242,0.0,0.0,0.0,0.0,0.317649923862968,,,,,,,,,,,,,41.1,44.35,1,1,0,0,1,0,0
2023111906,143,True,41282,2,right,42,Davante Adams,6-1,215,1992-12-24,WR,Offense,Targeted Receiver,41.1,44.35,0.0,0.0,17.96,290.46,6,44.3499984741211,32.0699996948242,0.0,0.0,0.0,0.0,0.3134611336581816,41.1,44.35,0.0,0.0,0.0,0.0,,,,,,,41.11,44.35,1,1,0,0,1,0,0
2023111906,143,True,41282,3,right,42,Davante Adams,6-1,215,1992-12-24,WR,Offense,Targeted Receiver,41.11,44.35,0.0,0.0,25.95,287.79,6,44.3499984741211,32.0699996948242,0.0,0.0,0.0,0.0,0.4529129408925285,41.1,44.35,0.0,0.0,0.0,0.0,41.1,44.35,0.0,0.0,0.0,0.0,41.12,44.35,1,1,0,0,1,0,0
2023111906,143,True,41282,4,right,42,Davante Adams,6-1,215,1992-12-24,WR,Offense,Targeted Receiver,41.12,44.35,0.02,0.39,72.54,282.92,6,44.3499984741211,32.0699996948242,0.006000798124825524,0.019078533011347872,0.11701556343409772,0.3720313937212835,1.2660618393966867,41.11,44.35,0.0,0.0,0.0,0.0,41.1,44.35,0.0,0.0,0.0,0.0,41.13,44.36,1,1,0,0,1,0,0
2023111906,143,True,41282,5,right,42,Davante Adams,6-1,215,1992-12-24,WR,Offense,Targeted Receiver,41.13,44.36,0.14,1.27,58.74,282.92,6,44.3499984741211,32.0699996948242,0.07264914447391606,0.11967498404933287,0.6590315248705242,1.0856230695903766,1.0252064026214691,41.12,44.35,0.006000798124825524,0.019078533011347872,0.11701556343409772,0.3720313937212835,41.11,44.35,0.0,0.0,0.0,0.0,41.17,44.39,1,1,0,0,1,0,0
2023111906,143,True,41282,6,right,42,Davante Adams,6-1,215,1992-12-24,WR,Offense,Targeted Receiver,41.17,44.39,0.46,2.49,58.59,285.15,6,44.3499984741211,32.0699996948242,0.23973295444604836,0.39259153143256786,1.2976849055883923,2.125115028841509,1.0225884087434778,41.13,44.36,0.07264914447391606,0.11967498404933287,0.6590315248705242,1.0856230695903766,41.12,44.35,0.006000798124825524,0.019078533011347872,0.11701556343409772,0.3720313937212835,41.23,44.43,1,1,0,0,1,0,0
2023111906,143,True,41282,7,right,42,Davante Adams,6-1,215,1992-12-24,WR,Offense,Targeted Receiver,41.23,44.43,0.89,3.76,58.37,285.15,6,44.3499984741211,32.0699996948242,0.46674429959941144,0.757792688531273,1.9718635578581876,3.201461245929872,1.01874868438909,41.17,44.39,0.23973295444604836,0.39259153143256786,1.2976849055883923,2.125115028841509,41.13,44.36,0.07264914447391606,0.11967498404933287,0.6590315248705242,1.0856230695903766,41.33,44.49,1,1,0,0,1,0,0
2023111906,143,True,41282,8,right,42,Davante Adams,6-1,215,1992-12-24,WR,Offense,Targeted Receiver,41.33,44.49,1.34,4.03,59.46,284.11,6,44.3499984741211,32.0699996948242,0.6809072916111414,1.1541079933137888,2.0478032725320148,3.470936726160126,1.0377727732358284,41.23,44.43,0.46674429959941144,0.757792688531273,1.9718635578581876,3.201461245929872,41.17,44.39,0.23973295444604836,0.39259153143256786,1.2976849055883923,2.125115028841509,41.48,44.56,1,1,0,0,1,0,0
2023111906,143,True,41282,9,right,42,Davante Adams,6-1,215,1992-12-24,WR,Offense,Targeted Receiver,41.48,44.56,1.79,3.97,60.51,283.02,6,44.3499984741211,32.0699996948242,0.8811662479127338,1.5580905119855506,1.9543184381081304,3.4556532584260533,1.0560987303817688,41.33,44.49,0.6809072916111414,1.1541079933137888,2.0478032725320148,3.470936726160126,41.23,44.43,0.46674429959941144,0.757792688531273,1.9718635578581876,3.201461245929872,41.66,44.66,1,1,0,0,1,0,0
2023111906,143,True,41282,10,right,42,Davante Adams,6-1,215,1992-12-24,WR,Offense,Targeted Receiver,41.66,44.66,2.25,3.6,61.5,283.02,6,44.3499984741211,32.0699996948242,1.073607210584119,1.9773385034894222,1.7177715369345903,3.1637416055830756,1.0733774899765127,41.48,44.56,0.8811662479127338,1.5580905119855506,1.9543184381081304,3.4556532584260533,41.33,44.49,0.6809072916111414,1.1541079933137888,2.0478032725320148,3.470936726160126,41.88,44.75,1,1,0,0,1,0,0
